file,subject_id,csv_file,accuracy
456_clean.npy,456,combine_456_reverse_outcome_label_remove.csv,0.44680851063829785
457_clean.npy,457,combine_457_reverse_outcome_label_remove.csv,0.23157894736842105
458_clean.npy,458,combine_458_reverse_outcome_label_remove.csv,0.3645833333333333
459_clean.npy,459,combine_459_reverse_outcome_label_remove.csv,0.3763440860215054
460_clean.npy,460,combine_460_reverse_outcome_label_remove.csv,0.3473684210526316
461_clean.npy,461,combine_461_reverse_outcome_label_remove.csv,0.28125
462_clean.npy,462,combine_462_reverse_outcome_label_remove.csv,0.3645833333333333
470_clean.npy,470,combine_470_reverse_outcome_label_remove.csv,0.3854166666666667
473_clean.npy,473,combine_473_reverse_outcome_label_remove.csv,0.3548387096774194
474_clean.npy,474,combine_474_reverse_outcome_label_remove.csv,0.30526315789473685
476_clean.npy,476,combine_476_reverse_outcome_label_remove.csv,0.2708333333333333
478_clean.npy,478,combine_478_reverse_outcome_label_remove.csv,0.25
